head,relation,tail
2403.09762,PROPOSED,Method_AI
Method_AI,USES,Technology_Natural_Language_Processing
Method_AI,USES,Technology_AI
2012.02110,BELONGS_TO,Technology_Bidirectional_Encoders_for_Transformers
2012.02110,RESEARCH_ON,Task_GNAD
2012.02110,RESEARCH_ON,Task_Conll_2003
2012.02110,RESEARCH_ON,Task_GermEval_2018
2012.02110,RESEARCH_ON,Task_GermEval_2014
Technology_Bidirectional_Encoders_for_Transformers,BELONGS_TO,Task_GNAD
Technology_Bidirectional_Encoders_for_Transformers,BELONGS_TO,Task_Conll_2003
Technology_Bidirectional_Encoders_for_Transformers,BELONGS_TO,Task_GermEval_2018
Technology_Bidirectional_Encoders_for_Transformers,BELONGS_TO,Task_GermEval_2014
2408.03397,BELONGS_TO,Technology_HeTraX
2401.02731,BELONGS_TO,Technology_GPU
2401.02731,PROPOSED,Method_parameter-efficient_sparsity_crafting
Method_parameter-efficient_sparsity_crafting,USES,Technology_GPU
2301.13003,BELONGS_TO,Technology_PLMs
2301.13003,BELONGS_TO,Technology_LibriSpeech
2301.13003,PROPOSED,Method_Hierarchical_Distillation
Method_Hierarchical_Distillation,USES,Technology_PLMs
Method_Hierarchical_Distillation,USES,Technology_LibriSpeech
2405.04781,BELONGS_TO,Technology_APIs
2405.04781,BELONGS_TO,Technology_CourseGPT-zh
2405.04781,PROPOSED,Method_LLM-as-Judge
Method_LLM-as-Judge,USES,Technology_APIs
Method_LLM-as-Judge,USES,Technology_CourseGPT-zh
2008.10022,PROPOSED,Method_thematic_analysis
2312.12470,RESEARCH_ON,Task_RRSIS
1508.02131,BELONGS_TO,Technology_Gaussian_Processes
1508.02131,PROPOSED,Method_Gaussian_Processes
Method_Gaussian_Processes,USES,Technology_Gaussian_Processes
2206.02171,BELONGS_TO,Technology_quantum_computers
2401.15861,BELONGS_TO,Technology_BERT
2401.15861,RESEARCH_ON,Task_SQuAD
2401.15861,RESEARCH_ON,Task_GLUE
Technology_BERT,BELONGS_TO,Task_SQuAD
Technology_BERT,BELONGS_TO,Task_GLUE
2304.13539,PROPOSED,Method_tensor_decompositions
2404.07010,BELONGS_TO,Technology_MINLO
2404.07010,PROPOSED,Method_MINLO
Method_MINLO,USES,Technology_MINLO
2010.06194,RESEARCH_ON,Task_Labeling_the_Phrases_of_a_Conversational_Agent_with_a_Unique_Personalized_Vocabulary
2110.06696,BELONGS_TO,Technology_NLP
2112.01959,PROPOSED,Method_NLP
2101.06969,PROPOSED,Method_computer_vision
2210.01296,RESEARCH_ON,Task_closed-book_question_answering
2202.10419,PROPOSED,Method_Interpreting_Language_Models_with_Contrastive_Explanations
2202.10419,RESEARCH_ON,Task_text_classification
Method_Interpreting_Language_Models_with_Contrastive_Explanations,EVALUATES,Task_text_classification
1503.00197,BELONGS_TO,Technology_Natural_Language_Processing
1503.00197,BELONGS_TO,Technology_NLP
1503.00197,PROPOSED,Method_Natural_Language_Processing
Method_Natural_Language_Processing,USES,Technology_Natural_Language_Processing
Method_Natural_Language_Processing,USES,Technology_NLP
2010.10077,BELONGS_TO,Technology_IE/NLP
1703.03685,BELONGS_TO,Technology_MILP-IPM
1703.03685,PROPOSED,Method_IPM
1703.03685,PROPOSED,Method_interior_point_method
Method_IPM,USES,Technology_MILP-IPM
Method_IPM,IMPROVES,Method_interior_point_method
Method_interior_point_method,USES,Technology_MILP-IPM
Method_interior_point_method,IMPROVES,Method_IPM
1912.03804,PROPOSED,Method_text_mining_and_natural_language_processing
1912.03804,PROPOSED,Method_Depechemood
Method_text_mining_and_natural_language_processing,IMPROVES,Method_Depechemood
Method_Depechemood,IMPROVES,Method_text_mining_and_natural_language_processing
2205.09292,PROPOSED,Method_CT
2205.09292,PROPOSED,Method_X-ray
2205.09292,PROPOSED,Method_MRI
Method_CT,IMPROVES,Method_X-ray
Method_CT,IMPROVES,Method_MRI
Method_X-ray,IMPROVES,Method_CT
Method_X-ray,IMPROVES,Method_MRI
Method_MRI,IMPROVES,Method_CT
Method_MRI,IMPROVES,Method_X-ray
2407.09184,BELONGS_TO,Technology_SIKO
2010.03193,BELONGS_TO,Technology_Hybrid_Matr
2010.03193,PROPOSED,Method_Hybrid_Matrix_F
2010.03193,RESEARCH_ON,"Task_Translation,_Intent_Detection"
Method_Hybrid_Matrix_F,USES,Technology_Hybrid_Matr
Method_Hybrid_Matrix_F,EVALUATES,"Task_Translation,_Intent_Detection"
Technology_Hybrid_Matr,BELONGS_TO,"Task_Translation,_Intent_Detection"
2004.04460,RESEARCH_ON,Task_PANDORA_Talks:_Personality_and_Demographics
2404.02622,RESEARCH_ON,Task_NLI
2110.04217,BELONGS_TO,Technology_Contrastive_Learning
2110.04217,PROPOSED,Method_Contrastive_Learning
2110.04217,RESEARCH_ON,Task_string_similarity_matching
Method_Contrastive_Learning,USES,Technology_Contrastive_Learning
Method_Contrastive_Learning,EVALUATES,Task_string_similarity_matching
Technology_Contrastive_Learning,BELONGS_TO,Task_string_similarity_matching
2407.01896,BELONGS_TO,Technology_AIOps
1905.10464,BELONGS_TO,Technology_Debiasing_Word_Embeddings
1905.10464,PROPOSED,Method_Debiasing_Word_Embeddings
1905.10464,PROPOSED,Method_English-French_translation
Method_Debiasing_Word_Embeddings,USES,Technology_Debiasing_Word_Embeddings
Method_Debiasing_Word_Embeddings,IMPROVES,Method_English-French_translation
Method_English-French_translation,USES,Technology_Debiasing_Word_Embeddings
Method_English-French_translation,IMPROVES,Method_Debiasing_Word_Embeddings
2402.11505,BELONGS_TO,Technology_FlexLoRA
1707.01793,BELONGS_TO,Technology_NLP
1707.01793,PROPOSED,Method_word2vec
Method_word2vec,USES,Technology_NLP
2309.06572,BELONGS_TO,Technology_NLP
2309.06572,RESEARCH_ON,Task_Addressing_the_Blind_Spots_in_Spoken_Language_Processing
Technology_NLP,BELONGS_TO,Task_Addressing_the_Blind_Spots_in_Spoken_Language_Processing
1908.01832,PROPOSED,Method_Diffusion_Kernel_PCA
2112.06510,PROPOSED,Method_random_sampling
2110.06874,PROPOSED,Method_Automated_Essay_Scoring_Using_Transformer_Models
2110.06874,RESEARCH_ON,Task_AES
2110.06874,RESEARCH_ON,Task_politeness_classification
Method_Automated_Essay_Scoring_Using_Transformer_Models,EVALUATES,Task_AES
Method_Automated_Essay_Scoring_Using_Transformer_Models,EVALUATES,Task_politeness_classification
2406.03482,BELONGS_TO,Technology_QJL
2406.03482,PROPOSED,Method_quantization
2406.03482,PROPOSED,Method_QJL
Method_quantization,USES,Technology_QJL
Method_quantization,IMPROVES,Method_QJL
Method_QJL,USES,Technology_QJL
Method_QJL,IMPROVES,Method_quantization
2111.14031,BELONGS_TO,Technology_Ordered_Neurons
2111.14031,BELONGS_TO,Technology_Gumbel_LSTM
2111.14031,BELONGS_TO,Technology_ON-LSTM
2111.14031,PROPOSED,Method_Gumbel_LSTM
2111.14031,PROPOSED,Method_Ordered_Neurons
Method_Gumbel_LSTM,USES,Technology_Ordered_Neurons
Method_Gumbel_LSTM,USES,Technology_Gumbel_LSTM
Method_Gumbel_LSTM,USES,Technology_ON-LSTM
Method_Gumbel_LSTM,IMPROVES,Method_Ordered_Neurons
Method_Ordered_Neurons,USES,Technology_Ordered_Neurons
Method_Ordered_Neurons,USES,Technology_Gumbel_LSTM
Method_Ordered_Neurons,USES,Technology_ON-LSTM
Method_Ordered_Neurons,IMPROVES,Method_Gumbel_LSTM
2109.03564,RESEARCH_ON,Task_Next_Sentence_Prediction
2006.04016,PROPOSED,Method_multi-task_learning
2212.08205,BELONGS_TO,Technology_NLP
2212.08205,PROPOSED,Method_EEG
Method_EEG,USES,Technology_NLP
1409.0703,RESEARCH_ON,Task_natural_language_processing
1801.03911,RESEARCH_ON,Task_Stochastic_Learning_of_Nonstationary_Kernels_for_Natural_Language_Modeling
1908.01853,BELONGS_TO,Technology_DELTA
1511.06388,BELONGS_TO,Technology_Part-of-Speech
1511.06388,RESEARCH_ON,Task_Part-of-Speech
Technology_Part-of-Speech,BELONGS_TO,Task_Part-of-Speech
2403.08425,BELONGS_TO,Technology_Artificial_Intelligence
2403.08425,BELONGS_TO,Technology_AI
2211.15144,BELONGS_TO,Technology_NLP
2211.15144,PROPOSED,Method_Offline_Q-Learning
2211.15144,PROPOSED,Method_offline_Q-learning
Method_Offline_Q-Learning,USES,Technology_NLP
Method_Offline_Q-Learning,IMPROVES,Method_offline_Q-learning
Method_offline_Q-learning,USES,Technology_NLP
Method_offline_Q-learning,IMPROVES,Method_Offline_Q-Learning
2110.09132,BELONGS_TO,Technology_Sparsity-aware_Hybrid_Communication
2110.09132,BELONGS_TO,Technology_PyTorch
2110.09132,BELONGS_TO,Technology_NLP
2110.09132,BELONGS_TO,Technology_Horovod
2212.05789,RESEARCH_ON,Task_Natural_Language_Understanding
2306.01499,BELONGS_TO,Technology_AI
2303.03019,BELONGS_TO,Technology_NxPlain
2303.03019,RESEARCH_ON,Task_Web-based_Tool_for_Discovery_of_Latent_Concepts
Technology_NxPlain,BELONGS_TO,Task_Web-based_Tool_for_Discovery_of_Latent_Concepts
2302.13007,BELONGS_TO,Technology_AugGPT
2302.13007,BELONGS_TO,Technology_AugGP
2305.17691,PROPOSED,Method_Plug-and-Play_Knowledge_Injection
2305.17691,PROPOSED,Method_plug-and-play_knowledge_injection
Method_Plug-and-Play_Knowledge_Injection,IMPROVES,Method_plug-and-play_knowledge_injection
Method_plug-and-play_knowledge_injection,IMPROVES,Method_Plug-and-Play_Knowledge_Injection
2402.18449,BELONGS_TO,Technology_NLP
2405.19164,BELONGS_TO,Technology_BM25
2405.19164,BELONGS_TO,Technology_AI
2405.19164,PROPOSED,Method_BM25
Method_BM25,USES,Technology_BM25
Method_BM25,USES,Technology_AI
2205.13300,PROPOSED,Method_MI
2205.13300,PROPOSED,Method_FedNMF+MI
Method_MI,IMPROVES,Method_FedNMF+MI
Method_FedNMF+MI,IMPROVES,Method_MI
1910.12647,RESEARCH_ON,Task_NLP_Tasks
2403.09997,BELONGS_TO,Technology_Natural_Language_Processing
2403.09997,BELONGS_TO,Technology_NLP
2403.09997,PROPOSED,Method_Natural_Language_Processing
2010.11490,RESEARCH_ON,Task_Maximum_Entropy
2301.08912,BELONGS_TO,Technology_NLP
2310.08459,PROPOSED,Method_homogeneous_transfer_learning
2412.19140,RESEARCH_ON,Task_Self-aware_In-context_Learning_Correction_for_Entity-level_Financial_Sentiment_Analysis
2412.19140,RESEARCH_ON,Task_Correction
2104.08758,PROPOSED,Method_blocklist_filtering
2310.16450,PROPOSED,Method_CLEX
2310.16450,PROPOSED,Method_Continuous_Length_EXtrapolation
Method_CLEX,IMPROVES,Method_Continuous_Length_EXtrapolation
Method_Continuous_Length_EXtrapolation,IMPROVES,Method_CLEX
1911.07272,BELONGS_TO,Technology_ImageNet
1911.07272,PROPOSED,Method_Unsupervised_Visual_Representation_Learning_with_Increasing_Object_Shape_Bias
Method_Unsupervised_Visual_Representation_Learning_with_Increasing_Object_Shape_Bias,USES,Technology_ImageNet
2005.09093,PROPOSED,Method_Dependency_Parsing
2005.09093,PROPOSED,Method_Part-of-speech_Tagging
2005.09093,RESEARCH_ON,Task_Entity_Recognition
Method_Dependency_Parsing,IMPROVES,Method_Part-of-speech_Tagging
Method_Dependency_Parsing,EVALUATES,Task_Entity_Recognition
Method_Part-of-speech_Tagging,IMPROVES,Method_Dependency_Parsing
Method_Part-of-speech_Tagging,EVALUATES,Task_Entity_Recognition
1906.10720,PROPOSED,Method_dynamical_systems_analysis
1906.10720,RESEARCH_ON,Task_sentiment_analysis
Method_dynamical_systems_analysis,EVALUATES,Task_sentiment_analysis
2501.08457,PROPOSED,Method_LLMs
2501.08457,PROPOSED,Method_Llama3_and_GPT-4
Method_LLMs,IMPROVES,Method_Llama3_and_GPT-4
Method_Llama3_and_GPT-4,IMPROVES,Method_LLMs
2405.06130,PROPOSED,Method_data_preprocessing_and_augmenting_database_techniques
2502.13832,BELONGS_TO,Technology_GPT-4o
2502.13832,PROPOSED,Method_Machine_learning
Method_Machine_learning,USES,Technology_GPT-4o
2010.01061,RESEARCH_ON,Task_task-internal
2408.04905,BELONGS_TO,Technology_GlitchProber
2003.03229,PROPOSED,Method_apical_dendrite_activations
2003.03229,PROPOSED,Method_PyNADA
Method_apical_dendrite_activations,IMPROVES,Method_PyNADA
Method_PyNADA,IMPROVES,Method_apical_dendrite_activations
2401.04518,PROPOSED,Method_MetaCritique
2409.19022,BELONGS_TO,Technology_AI
2409.19022,BELONGS_TO,Technology_NLP
2409.19022,PROPOSED,Method_AI
Method_AI,USES,Technology_NLP
1908.10063,RESEARCH_ON,Task_Financial_Sentiment_Analysis_with_Pre-trained_Language_Models
2403.08481,RESEARCH_ON,Task_Reducing_the_Vulnerability_of_Fine-tuned_Language_Models_to_Membership_Inference_Attacks
2009.09139,BELONGS_TO,Technology_NLP
2009.09139,RESEARCH_ON,Task_task
Technology_NLP,BELONGS_TO,Task_task
1809.06502,BELONGS_TO,Technology_NLP
2502.19160,PROPOSED,Method_in-context_learning
2502.19160,PROPOSED,Method_Llama-3.3-70B-Instruct
2502.19160,PROPOSED,Method_Mixtral-8x7B-Instruct
2502.19160,RESEARCH_ON,Task_Detecting_Linguistic_Indicators_for_Stereotype_Assessment_with_Large_Language_Models
Method_in-context_learning,IMPROVES,Method_Llama-3.3-70B-Instruct
Method_in-context_learning,IMPROVES,Method_Mixtral-8x7B-Instruct
Method_in-context_learning,EVALUATES,Task_Detecting_Linguistic_Indicators_for_Stereotype_Assessment_with_Large_Language_Models
Method_Llama-3.3-70B-Instruct,IMPROVES,Method_in-context_learning
Method_Llama-3.3-70B-Instruct,IMPROVES,Method_Mixtral-8x7B-Instruct
Method_Llama-3.3-70B-Instruct,EVALUATES,Task_Detecting_Linguistic_Indicators_for_Stereotype_Assessment_with_Large_Language_Models
Method_Mixtral-8x7B-Instruct,IMPROVES,Method_in-context_learning
Method_Mixtral-8x7B-Instruct,IMPROVES,Method_Llama-3.3-70B-Instruct
Method_Mixtral-8x7B-Instruct,EVALUATES,Task_Detecting_Linguistic_Indicators_for_Stereotype_Assessment_with_Large_Language_Models
2301.04761,BELONGS_TO,Technology_NarrowBERT
2301.04761,RESEARCH_ON,Task_Accelerating_Masked_Language_Model_Pretraining_and_Inference
2301.04761,RESEARCH_ON,Task_MNLI
Technology_NarrowBERT,BELONGS_TO,Task_Accelerating_Masked_Language_Model_Pretraining_and_Inference
Technology_NarrowBERT,BELONGS_TO,Task_MNLI
2403.09718,BELONGS_TO,Technology_NLP
2403.09718,RESEARCH_ON,Task_text_classification
Technology_NLP,BELONGS_TO,Task_text_classification
2104.09978,PROPOSED,Method_Semantically_Replace
2104.09978,PROPOSED,Method_Search_and_Semantically_Replace
Method_Semantically_Replace,IMPROVES,Method_Search_and_Semantically_Replace
Method_Search_and_Semantically_Replace,IMPROVES,Method_Semantically_Replace
2310.14545,BELONGS_TO,Technology_ChatGPT
2310.14545,PROPOSED,Method_direct_coding_of_transcripts
Method_direct_coding_of_transcripts,USES,Technology_ChatGPT
2208.08690,BELONGS_TO,Technology_OpenIE
2404.06168,BELONGS_TO,Technology_ResNet34
2404.06168,BELONGS_TO,Technology_artificial_intelligence
2404.06168,PROPOSED,Method_knowledge_graphs
2404.06168,PROPOSED,Method_natural_language_processing
Method_knowledge_graphs,USES,Technology_ResNet34
Method_knowledge_graphs,USES,Technology_artificial_intelligence
Method_knowledge_graphs,IMPROVES,Method_natural_language_processing
Method_natural_language_processing,USES,Technology_ResNet34
Method_natural_language_processing,USES,Technology_artificial_intelligence
Method_natural_language_processing,IMPROVES,Method_knowledge_graphs
2406.05798,PROPOSED,Method_perforation
2406.05798,PROPOSED,Method_computational_algebraic_topology
Method_perforation,IMPROVES,Method_computational_algebraic_topology
Method_computational_algebraic_topology,IMPROVES,Method_perforation
2208.03646,BELONGS_TO,Technology_CPU
2208.03646,BELONGS_TO,Technology_GPU
2208.03646,BELONGS_TO,Technology_CUBLAS_GEMM
2302.07612,PROPOSED,Method_pruning
2302.07612,PROPOSED,Method_quantization
Method_pruning,IMPROVES,Method_quantization
Method_quantization,IMPROVES,Method_pruning
2306.03763,BELONGS_TO,Technology_Deep_Learning-based
2412.18729,RESEARCH_ON,Task_NLP_Tasks
2502.04955,RESEARCH_ON,Task_Claim_Extraction
2109.05090,BELONGS_TO,Technology_DialoGPT
2109.05090,BELONGS_TO,Technology_GPT-2
2109.05090,PROPOSED,Method_Self-disclosure
2109.05090,RESEARCH_ON,Task_Self-disclosure
Method_Self-disclosure,USES,Technology_DialoGPT
Method_Self-disclosure,USES,Technology_GPT-2
Method_Self-disclosure,EVALUATES,Task_Self-disclosure
Technology_DialoGPT,BELONGS_TO,Task_Self-disclosure
Technology_GPT-2,BELONGS_TO,Task_Self-disclosure
2101.06804,PROPOSED,Method_table-to-text_generation
2311.14407,BELONGS_TO,Technology_Stochastic_Context_Learning
2311.14407,PROPOSED,Method_Stochastic_Context_Learning
Method_Stochastic_Context_Learning,USES,Technology_Stochastic_Context_Learning
2403.03267,BELONGS_TO,Technology_TTPXHunter
2403.03267,PROPOSED,Method_TTPXHunter
Method_TTPXHunter,USES,Technology_TTPXHunter
2311.14685,BELONGS_TO,Technology_AI
2311.14685,RESEARCH_ON,Task_Comprehensive_Assessment_of_Toxicity_in_ChatGPT
Technology_AI,BELONGS_TO,Task_Comprehensive_Assessment_of_Toxicity_in_ChatGPT
2408.08400,BELONGS_TO,Technology_AVeriTeC
2408.11063,PROPOSED,Method_Tabular_Transfer_Learning_via_Prompting_LLMs
2310.16746,PROPOSED,Method_AV
2310.16746,PROPOSED,Method_character_ngram
2310.16746,PROPOSED,Method_Transformer-based_model
2310.16746,PROPOSED,Method_AA
Method_AV,IMPROVES,Method_character_ngram
Method_AV,IMPROVES,Method_Transformer-based_model
Method_AV,IMPROVES,Method_AA
Method_character_ngram,IMPROVES,Method_AV
Method_character_ngram,IMPROVES,Method_Transformer-based_model
Method_character_ngram,IMPROVES,Method_AA
Method_Transformer-based_model,IMPROVES,Method_AV
Method_Transformer-based_model,IMPROVES,Method_character_ngram
Method_Transformer-based_model,IMPROVES,Method_AA
Method_AA,IMPROVES,Method_AV
Method_AA,IMPROVES,Method_character_ngram
Method_AA,IMPROVES,Method_Transformer-based_model
2310.10375,BELONGS_TO,Technology_NLP
2310.10375,RESEARCH_ON,Task_GTA
Technology_NLP,BELONGS_TO,Task_GTA
2004.03844,PROPOSED,Method_knowledge_distillation
2004.03844,RESEARCH_ON,Task_pa
Method_knowledge_distillation,EVALUATES,Task_pa
2307.08540,RESEARCH_ON,Task_cloze_test
2307.08540,RESEARCH_ON,Task_SE
2211.07517,RESEARCH_ON,Task_Winograd_Schema_Challenge
2303.15233,BELONGS_TO,Technology_Imagen
2303.15233,PROPOSED,Method_Stable_Diffusion_and_Imagen
2303.15233,PROPOSED,Method_CLIP
Method_Stable_Diffusion_and_Imagen,USES,Technology_Imagen
Method_Stable_Diffusion_and_Imagen,IMPROVES,Method_CLIP
Method_CLIP,USES,Technology_Imagen
Method_CLIP,IMPROVES,Method_Stable_Diffusion_and_Imagen
2212.05976,PROPOSED,Method_Component_Type_Classification
2212.05976,PROPOSED,Method_Malicious_Code_Localization
2212.05976,PROPOSED,Method_Defect_Prediction
2212.05976,RESEARCH_ON,Task_Component_Type_Classification
2212.05976,RESEARCH_ON,Task_Defect_Prediction
2212.05976,RESEARCH_ON,Task_Malicious_Code_Localization
Method_Component_Type_Classification,IMPROVES,Method_Malicious_Code_Localization
Method_Component_Type_Classification,IMPROVES,Method_Defect_Prediction
Method_Component_Type_Classification,EVALUATES,Task_Component_Type_Classification
Method_Component_Type_Classification,EVALUATES,Task_Defect_Prediction
Method_Component_Type_Classification,EVALUATES,Task_Malicious_Code_Localization
Method_Malicious_Code_Localization,IMPROVES,Method_Component_Type_Classification
